0,1,2,3,4,5
AL583810.2,OLFML1,UNKL,ZNF460-AS1,RASA1,TMEM221
AC099850.3,AC026894.1,ZBTB4,SLC35F2,NBEA,ZNF613
AC106895.1,ZBTB7C,TAPBP,ITGB8,ZNF629,ADGRG2
TBX4,AC022809.1,KBTBD2,ANKRD7,F2RL1,FBXW8
AL121655.1,AC080023.1,ZNF205,AC012467.2,HARS2,AC243964.3
AC105999.1,IMPG2,HSDL1,KCTD7,CASTOR2,CTDSP2
AL021368.1,AC124276.2,MIOS,ADAM22,RECQL4,KCTD20
AL590096.1,GJB6,AP006621.3,SUCNR1,TRAM2,AL606760.1
MUC6,AC103691.2,TMEM185B,SREBF2-AS1,SECISBP2L,CALB2
AL589765.6,AC108021.1,AC009107.2,UCP3,PPP1R12C,ZNF25
AC016722.2,MTRNR2L13,AAK1,AC116407.2,ZNF337,STAC
STPG4,LINC01641,DCBLD1,HOXA11,TWNK,APLF
AP002812.5,AC069503.4,PRDM2,LINC01119,ZNF827,AC113370.1
AC092614.1,AC097634.3,NACC2,OSMR-AS1,THAP1,LINC00261
AL355999.1,LINC01854,RCHY1,AC109322.2,MBOAT2,AL049840.4
HIST1H2AL,ACBD3-AS1,KMT2C,ZNF829,PEX10,FUT4
HIST1H2BE,GRM7,IL1R1,GALNT14,PRPF18,SHH
SPRED3,BBOX1-AS1,DGKD,LINC01315,SHQ1,UAP1L1
CAPN10-DT,LINC01205,TOR2A,AC139768.1,SCLT1,AP000897.1
FBXO43,MT1B,NKIRAS1,HIST1H3F,FAM114A2,AC091607.2
OSER1-DT,AC040896.1,HINT3,LINC02193,SAV1,NSMCE1-DT
C3orf35,AC111197.1,POM121,RBM26-AS1,ARHGEF18,NANOS3
ZNF229,AC016717.2,GLIDR,ALAD,ANKRD54,IMPDH2
ZSCAN12,GDNF-AS1,TUT4,AC012676.1,ZDHHC20,RABEPK
AL450384.2,AC009141.1,ST7,LINC02601,USP32,TIMM17B
CYB561D1,AC091965.4,EIF5A2,PRDM4,ZDHHC21,MRM3
TNFRSF6B,SCN4A,IER3,PGBD4,ACSF3,CNOT6L
LZTS3,AC015923.1,MINDY2,GNB3,BCL2L13,DYRK3
SLC19A3,OR2AT4,ALKBH6,AC024257.3,LINC00685,MTIF3
MILR1,AC018628.2,DHX34,OPRL1,TWSG1,RRN3
AC087482.1,OTOGL,SRBD1,ATP6V0E2-AS1,IRF1,XPNPEP3
PRC1-AS1,AC130415.1,PMS1,WNT10B,TRIP6,ETFBKMT
AC008124.1,AC023906.2,SLC52A2,AC109454.2,ACOT8,AC021054.1
AC008870.2,AC073367.1,C1QL1,LYG2,PARK7,FAM155B
PRELID3A,AC009163.6,MYCBP2,GEMIN7-AS1,IL10RB,PPL
CHN1,AC010463.3,CENPP,CFAP70,DPH5,PCOTH
KCTD12,AC010319.4,UMAD1,AL133477.2,FURIN,AL354920.1
KALRN,AP000873.4,SKA1,AL136419.3,DLG5,AC027097.2
ZNF738,LINC00710,TENT5A,ALG1L9P,ATRN,RASSF4
AC007406.5,OR4K17,FBXO34,TEF,NR2C1,AL355512.1
AC068587.4,AC080188.1,TAF9B,ASAP3,TMEM254,TRANK1
NAPSA,LINC02109,WRAP73,FBXL22,CASC9,AP000866.2
AP000866.6,AC015845.1,TMEM150A,PLXNA2,BTBD10,KCNC4
AP006248.4,PRSS21,NMT2,TEAD2,C7orf26,PON1
RND2,AC097724.1,KHDC1,AC011379.2,MYPOP,AC011379.1
AL358472.4,SCHLAP1,EFNA5,FBXL5,ERCC6L,PALM2-AKAP2
NPR1,NCAN,USP13,MSS51,DDX19B,USP47
AC127024.6,AC020656.2,OAS3,PCDHGA5,PEX26,KLHDC10
RASD2,AL355303.1,AKAP11,AC139100.2,ELOVL6,FAM53C
UCP3,LINC02384,GAPLINC,AL035071.1,WDR92,CTCF
ABCG8,LINC01934,KAT6B,MTSS2,GNL1,DMAC2L
KIAA1211L,PSAPL1,MYO1E,AC093833.1,MYO5C,RABGEF1
AC079949.2,TTC23L,PIAS4,AC012065.4,MINDY2,ZBTB8A
AC004771.4,CNTN5,DCUN1D4,FASTKD3,PPP1R16A,SMARCD2
QRICH2,AC051619.11,SHISA4,TMEM79,EMSY,FKTN
ADAM11,AL139035.2,BARX1,TBC1D8-AS1,HEXIM2,PARN
CACNG7,ICAM2,NAB1,AL807752.5,INTS3,CFAP298
CPLANE2,PDC,CHST11,AC080013.6,RNF26,C8orf88
AC002553.2,AL161430.1,SLC25A22,AZU1,APEH,AC020765.2
KLHL7-DT,LINC02397,MARCH9,UHRF1BP1L,NARS2,AL731569.1
AL354822.1,AC022966.1,ENOX2,LAMB4,RFFL,AL138828.1
AL627443.3,LINC02822,DSTYK,TGFB3,DNMBP,ZNF155
AC104564.3,LRTM1,RSBN1,ARHGEF4,TENT2,CHST13
GPR63,AC110792.3,AP002387.2,AC009053.2,S100PBP,AC024560.4
FNDC5,AGXT,AC098487.1,MICALL1,WRNIP1,MLXIPL
SEMA6C,AL159972.1,UHRF2,CDX2,LYRM1,ZNF436
ST8SIA1,AC104066.3,PCGF6,STXBP3,GJC1,TMEM170B
AC245060.6,AC015802.3,NDC80,FRG1-DT,TRIM5,AC090409.1
GPT,TTC21B-AS1,PIGK,TNFRSF13C,ETV6,STX1B
AC008507.4,TLR9,SSH1,AL592211.1,PSMB8,AC010997.5
PRDM12,OBI1-AS1,FKBP15,AC145207.2,CCDC71L,PTENP1-AS
LINC00665,TXK,SPPL2A,AL139339.2,TIMM29,AL133245.1
LINC01176,AC016396.1,LPP,AL117382.1,SLC38A6,NPIPA1
AC008731.1,PMFBP1,PURB,TAS2R31,AC008267.5,EHF
PTP4A1,AC004158.1,PDE4B,HMCN1,ZBTB43,OTUD4
MRPS30-DT,KLF1,MARCH2,AL445248.1,TUBB4B,ZNF699
AL355336.1,AL358473.1,USP34,CC2D2B,ISOC1,TMOD2
AC004832.6,GPC6-AS2,TMCO3,AC092802.1,RALB,CRABP1
AP000320.1,AC020916.2,KIAA0232,AL354714.3,IKBKB,OGFRP1
GUCY1A2,AC136624.2,ARMC8,LINC01322,KIFC1,PAX8-AS1
AP005137.2,AC018926.1,PRKAG2,ALB,CLCN7,U2AF1L5
ARHGAP44,LINC02633,SLX4IP,OTUD7A,YAE1,FRMD3
AC084824.5,ADGRE3,CYB5R1,MYT1,ZDHHC2,ZKSCAN3
TMEM173,AC007780.1,C1orf109,LTB,KLC2,C10orf143
UVRAG-DT,LINC01124,CHST12,AP001981.2,DHX16,CFHR3
TDRD12,LINC00839,PPOX,AC095057.3,SCAF8,LAT
AL033527.4,AL691515.2,MOSPD2,LINC01389,AP5B1,ARHGEF5
LINC02166,AL132657.1,CLASRP,RPP38-DT,RDH10,ITPKA
LINC02783,PRDM9,CASP2,LINC02606,CSTF2T,AC097634.1
FSIP2,ARMS2,IDNK,AL358472.3,UTP25,CD82
AC104964.3,AP001065.4,FJX1,AC010336.5,MARVELD1,PPTC7
AC092903.2,AL354872.2,TGFBR2,VPS37B,GLE1,DDX56
SPOCK3,C7orf57,DBR1,AL031587.3,GGA1,EPB41
TAS2R14,AL451064.1,DEPDC1B,AC104653.1,PHC2,SNHG20
AL353593.3,HORMAD2,PPP2R5D,OTOA,CACNA2D1,B3GAT2
LINC02259,TMEM200B,SDC1,RPRML,MLYCD,HIST1H2AB
AL445231.1,AC138356.1,AGK,ZCWPW2,CLN5,AC004803.1
PHF21B,C2-AS1,KLHL23,AC022916.1,URB2,EFNB3
AL031710.2,AL135784.1,NCOR2,AC020917.3,MIB1,TNFAIP3
AL512329.2,AL136309.2,INAFM1,AP003119.1,ORC2,Z93930.2
ABLIM2,LINC02202,TFIP11,RIPPLY2,SPINDOC,ANKS4B
RASGRF1,AC243772.2,HDHD2,AC079336.5,CASC15,AL365181.3
AL354811.1,SEC14L6,TP53I11,LINC01135,SNHG32,AL109615.4
MTMR8,BEND5,ARRDC1,AL158835.2,PTPRK,IRX5
FSD2,PNCK,SPRTN,AC137630.1,LRP8,SMPDL3A
ELL3,PCDHGA3,MRPL20-AS1,LINC02680,BMPR1A,SAPCD1
AP4B1-AS1,EFCAB14-AS1,OGA,AP000708.1,RNFT1,TEAD3
EPHA10,CLCN1,SSX2IP,IL3RA,STAU2,GPNMB
C8orf86,UBL4B,AP1G2,NIM1K,ATP5MC2,CD63
TPRG1-AS1,AL683807.1,ZFX,AP002449.1,COX8A,NR1H3
LUADT1,LINC00102,MTMR2,BSN-DT,MAPKAPK3,INIP
AL353719.1,AL390719.2,INTS7,AC025166.1,HNRNPLL,TCAIM
EGF,AC067817.2,XPNPEP1,AC022382.1,FAN1,LRFN4
ZNF600,AF127577.3,AL096870.8,KLHL6-AS1,C18orf21,UPF3A
AL031673.1,AC010476.2,PIM3,AC008522.1,SNX13,AC233280.1
NKX6-1,AL390719.3,RABEP2,C1orf198,ZNF358,PHEX
USP2,LINC02154,DEDD,NACAD,GCHFR,CLDN4
IDI2-AS1,AC004692.2,AC105446.1,LINC01615,NUDT4,AL592295.5
PRRG4,HAND1,COPA,AC105046.1,GTF2H2,DOCK11
AC010210.1,CR382287.2,GPR180,AC005911.1,RCOR3,SGPP2
EBI3,LIN28B-AS1,MBOAT2,BCL11A,NHLRC2,A1CF
SLC25A41,AL672032.1,TLNRD1,AC119674.1,LAMB2,AC008735.1
SCN5A,AC013701.2,POGZ,AC023449.2,RMI1,ALDH7A1
EYS,HHLA1,CENPE,GJC2,C11orf86,LRP4-AS1
GP6,AC104370.1,BCL10,AL158151.3,PCYT1A,INCA1
LIPG,AC005086.2,ASPHD1,CFAP52,CHPF2,ATG16L1
LINC01666,PFN3,NCOA1,CHGA,TNS4,DPF2
AC104564.4,LINC00654,SLC25A44,AC022784.6,E2F5,CYB561A3
AC012313.9,PGAM4,SERPINE2,C5orf66-AS1,NIPA1,SLC3A2
DOCK9-DT,AL121757.2,TMEM259,AP003352.1,TMEM164,DNAJB1
TCP11L1,C5orf66-AS2,NUP43,MAOA,RBL2,CLDND1
OR2A1-AS1,AL360169.2,HIPK1,ZNF138,SMIM8,SLC49A4
NRXN2,Z95114.2,PLAU,AC103702.1,MAFK,ZNF318
MPP4,MLIP,RFX1,FAM229A,DCAF10,AC105446.1
GHET1,AC008406.3,CEP250,AC100812.1,FAM217B,ZC3HAV1L
AC121338.2,FNDC1,MIPEP,AC026367.1,GFOD2,AC102953.2
FAM166B,AC004893.3,SH3RF1,AC073283.1,GSDME,PIM2
AL359091.4,AL034550.3,ACER3,KCNIP4,ATP11C,TMEM190
AC005920.3,CLVS2,MYOF,AC122129.2,SH3BP5,LHX9
AC110609.1,AP001062.3,GRB10,AC012358.1,SMIM6,SALL2
GKN1,MCF2,AC093157.1,LINC02071,FAM13A,STS
ZBTB20-AS4,AC003086.1,ZBTB11,PCSK6-AS1,DCTN4,AC110769.2
MPZ,AC000068.2,UBE2G2,NKAIN3-IT1,ARRDC1,LINC01106
LINC00519,MYMX,CHD2,AC025165.2,INTS13,MBNL1-AS1
WAKMAR2,AC104836.1,ZDHHC7,AC025165.4,SOX4,CNIH2
ITLN2,AL353596.1,GPAT3,AC007638.2,TAGLN,TGFB2-AS1
AC009630.2,AL139393.2,CLMN,AC083805.1,CTU2,LINC00665
AC092268.2,LINC02558,LRRC45,AC026329.1,MFSD11,UTP4
AC087533.1,RFX6,INO80,ZNF705E,SPAG1,MTMR9
THBS4,PACRG,CCDC28A,AC093159.1,TMEM222,CSE1L
AC009950.1,LINC00111,PROSER2,AC113194.1,CAMSAP1,OSBPL9
RRH,AF064860.1,B4GAT1,TMEM233,MIB2,TUBA4A
SLC22A14,AL356055.1,MICA,ZNF571-AS1,NUPR1,PPP1R15B
ANO9,AC025871.3,TMEM120B,AC020907.4,OMA1,CRIP3
DLGAP3,AC108449.2,PREP,AC091167.5,ARRDC1-AS1,SVEP1
AC100778.2,AC011005.1,AC006504.5,CCDC200,COMMD8,SLC6A15
AC103957.1,AL442071.2,PI4KB,AC082651.4,ARL4D,AC079781.5
C1QTNF3,AC090186.1,BBS7,SLC4A1,AEBP2,MACROD2
TMEM213,AL035603.1,EID2B,PSG5,CDA,BACE1-AS
PKN2-AS1,C20orf202,ARHGAP10,AP003721.3,POFUT1,GDPD5
AC239803.1,AC073072.1,CENPT,AP003721.1,NKRF,EFNA3
FAM20A,OCM,GLMP,AC211433.2,MBIP,AC007216.3
SEPTIN7-AS1,AL080275.1,BANP,HS1BP3-IT1,REV1,LAG3
AC024884.2,AL355304.1,LRTOMT,CNGA1,TNFAIP1,CIDEC
TMEM102,HSD3B1,MNX1-AS1,LSMEM2,CCDC57,DGCR6
ALG9-IT1,SYNE1-AS1,TADA2A,KRT34,TP53I11,POU5F2
AC108134.4,MIR1-1HG-AS1,UBIAD1,LINC01030,C1S,AL590062.1
MARCH1,IGLL1,ATXN2L,AL118556.1,HKDC1,FAM71A
PLXNA1,GGT1,SMYD3,AC105935.1,CCDC112,GALNT16
RAMP2,LCE1C,FOXP4,AGBL5-AS1,JDP2,C5orf38
LINC00520,SMIM10L2B,FBLN1,SLC6A20,PTRH1,GOLGA8A
TNFSF4,AC005682.2,ETAA1,AC026471.3,BPGM,WNT6
AC068506.1,MAGEB6,ALDH18A1,LGALS7,CWC22,AC145285.6
INHBE,AC120042.1,PLEKHM2,AC009686.2,SSR4,AC125807.2
PCDH11X,AP003469.2,SMG9,WFDC1,MUL1,NLRC5
AC022140.1,AC022182.2,MAGI3,AC016907.2,RBKS,E2F6
AC005383.1,AC023095.1,GALNS,SPN,TRIM8,GMPS
PTCSC2,AC093433.2,PIGU,AC092661.1,QRSL1,SMIM7
AC105935.1,LTA,PPP2R3B,AC007391.1,UPK3BL1,HDAC6
LCK,AC073878.1,POLR2A,KRT20,MAP2K7,RNF217
AP003721.1,AC018607.1,MFGE8,IKZF3,PRKD3,FBXL22
CCDC200,ZNF132,SIPA1L3,AC007684.2,DENND4C,AC004241.1
ATP1B2,UFL1-AS1,DHTKD1,CYP51A1-AS1,PTCD2,GRIP1
AC004877.1,AC234644.2,WSB1,SIX2,TAP1,NAP1L2
LINC00921,AP001330.1,PWWP2A,AC069307.1,CSTF2,WSCD1
LINC01876,TAS2R5,DVL3,AC009133.3,CAMK1,LRRC8C-DT
AC010197.1,AC100803.2,ABHD5,IL21R,ATF7IP,STMN3
ELMOD1,MIR2052HG,GDAP1,RB1-DT,DPY19L4,CYP27C1
Z83844.2,ZNF157,CDR2,AL359538.4,PNMA1,RTL5
LINC02849,AP003472.2,ACACA,LINC01832,RNF24,RBM47
AC100803.3,AC100803.4,PCGF3,FAM66A,IRF2,ATP6V1G1
ATP13A4,AC005740.5,VARS,LINC00987,RING1,C1orf122
AC026367.1,INTS6L-AS1,SEPTIN1,POTEI,ENY2,HERPUD2
AL049747.1,AC051619.5,UBL3,AP002518.1,TNRC18,TTC25
LINC02656,IL23A,ARFGEF2,LRRC15,PARPBP,TTLL6
AL359538.4,AC009148.1,ADNP2,AC079354.3,C2orf74,ANO8
AC245100.1,TRAF3IP2-AS1,ARHGEF39,AC005264.1,TTF2,RBMS3-AS3
CXXC4-AS1,HIST1H2BI,APH1B,GAS6-DT,FANCG,SETBP1
AC007639.1,PRR26,FBXL6,MYRFL,RFX1,LINC00893
GFI1B,PHACTR1,LINC02298,AC009090.1,ABHD17C,USP43
AC122129.2,LINC01376,SLC35E1,AC055839.2,EID2B,PTP4A3
AC091053.1,AC024451.4,SIRT1,C11orf87,LRRC14,HOXA4
AC084357.2,C3,HIF1AN,AC024361.2,PUSL1,HOXA10-AS
SKOR1,AC022762.2,SLC35F6,C17orf107,MTMR4,AKAP5
KCNIP4,CLEC18A,PSMA3-AS1,C16orf86,DNAJC30,ZNF502
TMEM155,ANKRD23,GTF2E1,CELF4,DUSP14,SRGAP3
TMEM255A,TRPM2-AS,DNAJC3,RAB3C,CHMP7,AL022311.1
DRAXIN,MPRIP-AS1,FTO,PRSS57,DGKZ,DARS
PCK1,ZC3H11A,TRIM59,AC007406.3,POGLUT1,PIGB
PSG5,RMRP,BICD1,NPY,MCPH1,HGSNAT
ITIH6,LENG8-AS1,EPHX2,AC010776.2,PRR14,NTN4
AC007406.3,ASS1,CERCAM,ABCB11,REL,RBM23
FAM66A,UBE2L5,LRFN4,AL583856.2,PHF10,SAMD8
MIR5689HG,AC005329.1,LINC00623,GJA3,SNX15,SMIM29
LINC00987,AL158151.1,ARNTL,TMEM176B,TMEM177,UBE2E2
NOS2,KIF5A,CASC9,AC022424.1,MORC2,IGIP
ISM2,CYP27B1,NEIL3,MGAT4C,ELP1,RNF208
NME8,AL138781.1,FBXO3,AL365226.2,MIS12,LILRB3
AC008686.1,GMPR,ZCCHC3,AP001893.1,COP1,ITPK1
CCDC175,AC025423.4,METTL27,AC004877.1,KDM5C,ZNF136
AC107223.1,EIF3CL,NAF1,AC005722.4,PINK1,ADGRA2
AC024361.2,AL158071.3,NSMAF,AC099845.1,ZBTB4,SNPH
AP001269.2,CALHM5,ARRDC1-AS1,CCDC144NL-AS1,TMEM131,LARGE1
LINC02071,UBA7,PCNT,LINC02373,FKBP1A,COL21A1
AC025175.2,AC104051.2,ZNF48,GCGR,SUMF1,ZBTB42
AGBL5-AS1,PCDHGA2,ARFGEF1,AC073316.1,MIR1915HG,ITGB6
AC011446.3,PAG1,TWNK,AC087742.1,COQ10B,SERF1A
AL513327.1,MMP25,MTRR,AC011446.3,MDFIC,KCTD21
AC010327.5,STPG3-AS1,MMP24,SSUH2,SLC30A1,DEPTOR
AC092718.5,PGBD5,ZNF207,DTX1,CARNMT1,PACS2
AL512274.1,AL162258.2,JOSD1,HTRA4,TM4SF4,RRP9
AC026691.1,AC016027.3,NDUFAF1,OR7C1,TMEM121,RBM10
AL136172.1,DNAH11,AC011043.1,AC025175.2,SNX24,CD2BP2-DT
AL117350.1,PPP2R2B,HIST1H3H,AC066580.1,ZNF277,AC012615.1
DNAH12,XKR4,ERCC8,AC004223.2,PMAIP1,ITIH2
AC073655.1,AL358937.1,TTLL12,AC073263.2,OSBPL11,ZBTB26
AL591686.1,AC022960.2,GDF11,AC097375.3,IMPA1,SMPDL3B
ACTA1,HOXD3,TIMP4,AC108704.1,AEN,CREB3L1
AL450270.1,NYNRIN,PPWD1,AC073046.1,TTI2,RGPD5
AC113194.1,DPP10-AS1,PDK4,AC011294.1,SERGEF,ZNF41
EVI2B,AC007279.2,PPCDC,C7orf69,SLC25A43,ASIC3
AL359764.2,AC083870.1,TAB2,LINC01967,ZNF567,ARHGAP44
AC005264.1,LINC02449,EFEMP1,ABCA6,FNIP1,PALM3
LINC01143,AC011731.1,WDR76,AC069277.1,TMEM38B,RNF32
AC093159.1,AC080013.5,ACTR1B,AL031709.1,KIFAP3,TM4SF19
AC011753.2,AC090578.2,KDM4A,LINC02080,GATAD2A,INKA2
C17orf107,SIAH2-AS1,PSD3,AC100861.2,C16orf95,SH3BGR
ZNF705E,AL008718.3,FASTKD5,ELMOD1,HOTAIRM1,H2AFZ
AC025165.2,WNT10A,GFOD2,AC010197.1,PARP2,RPSA
AL732314.6,PRRT4,CA12,ABCC9,PKD2,POLR3G
LINC02452,THSD4-AS1,APLP1,EVI2B,R3HDM1,SPC24
AL118522.1,LY9,CCP110,AC005046.1,KCTD20,VKORC1L1
AC097375.3,RAPSN,MANEAL,TRPM8,WDR3,FAM13B
AL133355.1,HK2,HNF1B,RTBDN,DDX51,UST
TRPM8,AC138028.6,FBXO28,NEURL3,SYT13,ZNF266
GAS6-DT,AICDA,ME3,AC022079.2,AP1G2,VDR
AL049796.1,AL390728.5,MTG2,AC144836.1,TMEM185B,AC003681.1
HS1BP3-IT1,AC012370.1,WRNIP1,ZNF440,GALK2,LYSMD1
CST2,HS6ST2,VANGL1,LINC01068,RBMS2,RER1
TMEM233,NFASC,GNB4,AL589740.1,DHODH,HLA-F
AC005520.3,CDKL4,C19orf47,AC144450.1,ZGPAT,ABHD1
AL157700.1,CLIP1-AS1,CSNK2A1,LRRC66,SH3KBP1,BCAS1
AL158175.1,AL117344.2,MINK1,GAS1,GTF2H3,SURF6
AC008073.1,AC008655.2,NUDT3,AF129408.1,RALGAPB,GNB1L
ITGA6-AS1,AC104459.1,THOC2,SOWAHA,IL11,HLA-E
MYRFL,AC022784.5,MOB3B,AC012470.1,FGL1,ATP6V1C1
AC012531.1,PLA2G1B,GRK2,AL512413.1,ACP2,CCDC32
RPS6KA2,EXOC3L1,DIDO1,HAPLN2,TLNRD1,DNM3
AL035448.1,SCARF2,FBLIM1,AL160291.1,ZNF771,LINC01569
AC005914.1,MFSD4A,IREB2,LDLRAD2,CAVIN3,RLN2
LINC01226,ATXN2-AS,ZDHHC5,LINC02204,EID3,ZNF17
AC082651.4,STK4-AS1,SEC63,AL118522.1,PLIN2,AC104162.2
AC138761.1,AC021683.3,EXOC1,AL133355.1,CNOT9,SALL4
AC116535.1,AC007879.3,TBL2,LINC01754,BTBD3,BX537318.1
AC007391.1,AL139234.1,ZBTB45,AC084117.1,DNAAF2,AC009404.1
GOLGA8H,NRN1L,DNAJC17,KCNN3,TEX30,LINC00920
AC007684.2,AC069287.2,AP1B1,AL606500.1,MVD,C4BPA
SLC2A5,TRIM67,ABCB7,AC005520.3,LARP1B,NOMO3
CST7,AC127520.1,NCOA5,AC005914.1,GARS-DT,AC012291.3
NEURL3,AC135507.1,MCM8,AC008750.5,SLC27A4,FSIP1
LINC01832,C20orf141,ABHD4,AC008840.1,AAR2,CBWD6
AC245884.10,AC013403.2,KBTBD4,PCK1,ALKBH4,AC129492.1
AC034102.6,COL28A1,ILRUN,AL035541.1,GNA12,AC073611.1
FXYD3,AC079949.3,UBE3B,GAB3,EFNA1,VASH1-AS1
AL121748.1,RAG1,CDKN2AIP,AL138921.1,WDR70,ATP1A1-AS1
SMAD9,CBS,PDK3,AC006942.1,WDR48,CAPN10-DT
CELF4,AL031705.1,TSC22D2,PFKFB1,RB1,MAPK11
GUCY1A1,VAMP1,KDELR3,ITIH6,DDX11,UNC5D
JPH1,WSCD1,SIL1,LINC01731,TGM2,DHDDS
AC069277.1,CTBP1-AS,RARA-AS1,NR0B2,B3GALNT2,RALY
LINC00501,LEKR1,CXXC1,LINC01226,MITF,DGKZ
AC068722.2,AC099332.1,AP3M2,AC074132.1,KDM4A,PLGRKT
AP001625.3,ZNF395,FCHO2,AC068722.2,NPTX1,AFAP1L1
UNC5C,AC073130.1,FKBP7,AL392086.3,CASP2,RNF213-AS1
AL357140.2,C11orf45,NXF1,LINC01141,PAPSS2,ELFN2
RORC,KLHL3,GEMIN8,SLC18A2,AC004816.1,LGALS4
FCGR2A,RNF32,ZNF768,AL158175.1,PCNX1,DUSP19
AL023584.2,ADAP1,ANKRD12,AL078644.2,IFNAR1,CACNG6
CNGA1,AC068282.2,MED30,AL445228.2,PSMA2,AL121658.1
HAPLN2,PLCD4,LPCAT3,AC106795.5,RETREG3,LINC00271
AC069307.1,CRTC3-AS1,NUP214,AL359643.2,ATXN7L3,LINC02084
AP000424.1,PAQR7,NBL1,AC012313.5,KCNN4,SOX17
AC087477.2,AC122710.2,JPX,LRRC38,VRK3,AC034236.2
AC007405.1,DCXR-DT,FANCD2,AL121899.4,UPF1,PRIM2
AC136604.2,AC107294.2,CREB3L2,AL355303.2,RFNG,PLCB3
VCAN-AS1,PIP,AC090517.5,C9orf139,SCYL2,DPH7
NLRP7,AL121772.3,ASH2L,AC020922.3,POP1,PNMA1
AC026412.3,AC104118.1,UBXN8,DLL4,TUT7,PLEKHO1
AC009090.1,AL359091.5,RAB11FIP2,AL035448.1,CACNG8,TMEM230
ZNF440,SLC7A9,GACAT2,AL592071.1,LCLAT1,RARS2
NEUROD2,SLC37A2,METTL8,CST2,ZRANB1,DLG5-AS1
AC141424.1,RSF1-IT2,CCNT1,PYHIN1,PTPRM,AC040977.1
AL158055.1,MIR600HG,HPS6,BHLHB9,SLX4IP,KIAA2012-AS1
AC025165.4,LINC00884,HOXA7,ACTC1,PSMC3IP,KLHL11
SEMA3D,AC008764.6,FMNL1,CST7,ZNF830,SPTBN4
TMEM8B,AC012020.1,ADAM15,AC091053.1,SNHG21,AC093827.4
TMEM190,AL662797.1,RILPL1,LINC02656,LINC01836,ZNF543
CYP4F26P,RAB39A,MBP,AC136604.2,DCP1A,AC005632.3
EFCAB13,AP002026.1,FBXL5,AL121772.1,SMAD6,CD274
HSD17B14,AC068587.4,PFKM,AC234775.3,SLC11A2,FAM161B
SH3BP1,FOXD2-AS1,TESK1,HCN4,ISG15,TAS2R4
MAP10,PRMT9,GNPTG,AC116535.1,N4BP2,C8orf33
TSC22D2,AL035252.3,ABHD16A,ZNF347,ARHGAP29,DDX60
LOH12CR2,VPREB3,CLN6,AL121987.2,C1R,HIST1H2BL
ST7-OT4,TRPS1,GATB,PCDH11X,CTDSPL,ANKAR
UTY,MIATNB,PPP2R2C,CTXN2,DHCR24,PFN4
FAM226B,SMIM5,TRMT11,LINC00844,FAM229B,OTX1
AC006504.7,AL117382.1,TBC1D1,AL357140.2,ATF2,AP004609.3
ITPKB,CASC1,DNAL1,AC104170.1,SCAF4,ZNF417
AC136604.3,MATR3,VSIG10,AC023906.5,DHX34,CCDC96
ARAP2,AL118505.1,EXOC4,AL356020.1,SMIM27,NPHP3
AL513550.1,AL592211.1,CDK2,TAS1R3,ZDHHC7,AC010642.2
AL161668.1,CA5B,TARS2,AL158214.2,FAM20B,B4GALT7
SLC1A1,CDX2,CCDC66,LINC00520,ERI1,CCNL1
AL031666.3,TGFB3,AP4S1,AL359764.2,CIT,STXBP1
CRYAB,AC092802.1,DDX3Y,AC079142.1,NAT10,SDS
POMK,ANKRD31,LMAN2,HIST1H3G,VPS26B,KDM7A-DT
KIAA0319L,XK,GTF3C3,AC016571.1,PRH1,WDR17
OTUD3,AL096701.4,CHAF1B,AC084782.3,NRDE2,CPVL
RHBDL1,AMOTL1,DUS2,RYR2,HPS1,ATP2A3
HSPA12B,LINC02604,MICAL2,AL732314.6,IMPACT,TSPAN13
SEPTIN3,DAND5,HIST1H2BJ,GOLGA8H,PEX16,MALSU1
LPAR5,AL645568.1,GPRIN2,PKHD1L1,ANKRD10,CSAD
AC018362.1,LACTB2-AS1,SRD5A1,AC002378.1,CLIP4,TSPAN1
AL080317.1,AC131934.1,FBXW4,VCAN-AS1,DAPK3,NRTN
PACC1,DDN,SCLT1,AC253536.3,DSCC1,ZEB2
S1PR2,AL645933.3,TAF1D,ISM2,DPH2,PDK1
KCNN1,AL512408.1,SOCS5,C5orf46,FBXO25,SYNGR3
AC018845.3,SERPINB4,COG2,AL049796.1,FEM1B,DAGLA
ZBTB20,AC073569.3,OSBPL11,AL117350.1,EFCAB11,RFXAP
AL022311.1,TSGA13,DRAM1,AC048382.1,ZBTB1,CREBBP
RIMS3,TRHDE-AS1,AC006262.2,B3GALT5-AS1,GEN1,MGAM
AC232271.1,IRF6,RFT1,CD74,BUB1B,PLXNA2
LINC01001,FP236315.1,CCDC77,ACTA1,AL161431.1,TMEM86B
ACVR1,LINC02363,CYP2S1,SLC24A4,ZNF12,SLC9A3-AS1
CDK18,ZIC1,CXorf40B,BX323046.1,VPS33A,SHLD3
TRPV2,AL591721.1,FAM111B,AL513327.1,B3GALT6,EIF1AY
AL731563.3,COL8A1,MUS81,AP001625.3,NDUFA1,MIEF1
LEKR1,AC106886.3,RAD51,OLAH,MRTFA,ELP2
TSC22D1-AS1,SPAG5-AS1,GNA12,AL353576.1,MIGA1,CLK4
AC005081.1,AC211486.2,CSTF2T,AL121768.1,AC008915.2,CTU1
AL442003.1,AC011196.1,ABCF3,AL645465.1,SVBP,PODXL2
MCMDC2,AC073349.1,CASP3,NPR2,TRIM52-AS1,TUBGCP3
